iter	Passed	Remaining
406	8911	12984
407	8919	12941
408	8927	12900
409	8936	12859
410	8944	12818
411	8953	12778
412	8960	12736
413	8967	12693
414	8975	12652
415	8983	12611
416	8992	12572
417	9001	12533
418	9010	12494
419	9018	12453
420	9026	12413
421	9032	12372
422	9042	12333
423	9052	12297
424	9060	12257
425	9067	12218
426	9074	12177
427	9082	12138
428	9089	12098
429	9097	12059
430	9107	12023
431	9115	11984
432	9123	11946
433	9131	11909
434	9138	11869
435	9147	11832
436	9155	11795
437	9163	11757
438	9170	11719
439	9177	11680
440	9184	11642
441	9191	11603
442	9198	11565
443	9205	11527
444	9213	11490
445	9219	11452
446	9227	11415
447	9234	11378
448	9244	11344
449	9251	11307
450	9258	11270
451	9265	11233
452	9271	11195
453	9279	11159
454	9287	11124
455	9294	11088
456	9302	11053
457	9310	11018
458	9318	10982
459	9326	10948
460	9334	10914
461	9342	10879
462	9350	10845
463	9358	10811
464	9366	10776
465	9373	10741
466	9382	10708
467	9389	10673
468	9396	10638
469	9404	10605
470	9411	10570
471	9419	10537
472	9428	10504
473	9435	10470
474	9444	10438
475	9452	10406
476	9459	10372
477	9468	10339
478	9475	10305
479	9482	10272
480	9489	10238
481	9496	10205
482	9503	10172
483	9510	10139
484	9518	10107
485	9525	10074
486	9533	10042
487	9540	10009
488	9547	9976
489	9555	9945
490	9562	9913
491	9570	9881
492	9577	9849
493	9584	9817
494	9592	9786
495	9601	9756
496	9609	9725
497	9616	9693
498	9624	9662
499	9632	9632
500	9639	9601
501	9647	9571
502	9656	9541
503	9665	9512
504	9672	9480
505	9681	9452
506	9690	9422
507	9699	9394
508	9707	9364
509	9716	9335
510	9724	9305
511	9732	9276
512	9743	9249
513	9751	9220
514	9760	9192
515	9767	9162
516	9777	9134
517	9785	9105
518	9794	9077
519	9802	9048
520	9810	9019
521	9818	8990
522	9826	8962
523	9835	8934
524	9843	8906
525	9851	8877
526	9860	8849
527	9868	8822
528	9876	8793
529	9885	8766
530	9893	8738
531	9900	8709
532	9908	8681
533	9917	8654
534	9926	8627
535	9935	8600
536	9943	8572
537	9951	8545
538	9960	8518
539	9969	8492
540	9976	8464
541	9984	8437
542	9992	8409
543	9999	8382
544	10007	8354
545	10017	8329
546	10024	8301
547	10033	8275
548	10040	8248
549	10048	8221
550	10055	8194
551	10063	8167
552	10071	8140
553	10078	8114
554	10085	8086
555	10093	8060
556	10101	8033
557	10109	8007
558	10116	7980
559	10123	7954
560	10131	7928
561	10138	7901
562	10146	7875
563	10154	7849
564	10161	7823
565	10169	7797
566	10177	7772
567	10184	7745
568	10192	7720
569	10199	7694
570	10207	7668
571	10214	7642
572	10223	7618
573	10231	7593
574	10238	7567
575	10245	7541
576	10252	7516
577	10260	7491
578	10266	7465
579	10274	7440
580	10282	7415
581	10289	7390
582	10296	7365
583	10304	7340
584	10312	7315
585	10319	7290
586	10327	7265
587	10336	7242
588	10344	7218
589	10353	7194
590	10362	7171
591	10370	7147
592	10378	7122
593	10387	7099
594	10395	7075
595	10403	7052
596	10410	7027
597	10417	7003
598	10425	6979
599	10433	6955
600	10440	6931
601	10447	6907
602	10455	6883
603	10464	6860
604	10470	6836
605	10477	6812
606	10486	6789
607	10493	6765
608	10501	6742
609	10508	6718
610	10516	6695
611	10524	6672
612	10533	6649
613	10542	6627
614	10551	6605
615	10561	6583
616	10569	6561
617	10579	6539
618	10587	6516
619	10596	6494
620	10605	6472
621	10613	6449
622	10621	6427
623	10630	6405
624	10638	6383
625	10645	6360
626	10654	6338
627	10663	6316
628	10670	6293
629	10678	6271
630	10685	6248
631	10693	6226
632	10702	6205
633	10710	6182
634	10718	6161
635	10726	6138
636	10733	6116
637	10742	6095
638	10749	6072
639	10756	6050
640	10764	6028
641	10772	6007
642	10779	5984
643	10788	5963
644	10796	5942
645	10803	5920
646	10810	5898
647	10818	5876
648	10825	5854
649	10833	5833
650	10840	5811
651	10847	5789
652	10854	5768
653	10861	5746
654	10868	5724
655	10875	5703
656	10883	5682
657	10890	5660
658	10899	5639
659	10905	5618
660	10913	5596
661	10920	5575
662	10926	5553
663	10934	5532
664	10940	5511
665	10948	5490
666	10956	5469
667	10965	5449
668	10972	5428
669	10981	5408
670	10988	5387
671	10997	5367
672	11004	5346
673	11013	5326
674	11019	5305
675	11026	5284
676	11032	5263
677	11038	5242
678	11045	5222
679	11052	5201
680	11060	5180
681	11066	5159
682	11071	5138
683	11078	5118
684	11086	5098
685	11100	5080
686	11109	5061
687	11117	5041
688	11125	5021
689	11131	5001
690	11140	4981
691	11147	4961
692	11154	4941
693	11161	4921
694	11167	4900
695	11174	4880
696	11181	4860
697	11188	4840
698	11195	4821
699	11204	4802
700	11212	4782
701	11221	4763
702	11229	4744
703	11236	4724
704	11242	4704
705	11248	4684
706	11254	4664
707	11260	4644
708	11266	4624
709	11273	4604
710	11280	4585
711	11287	4565
712	11293	4546
713	11302	4527
714	11310	4508
715	11319	4490
716	11328	4471
717	11336	4452
718	11345	4433
719	11352	4414
720	11359	4395
721	11366	4376
722	11374	4357
723	11382	4338
724	11389	4320
725	11396	4300
726	11402	4282
727	11409	4263
728	11415	4243
729	11422	4224
730	11429	4206
731	11436	4187
732	11443	4168
733	11450	4149
734	11456	4130
735	11463	4111
736	11470	4093
737	11478	4075
738	11486	4056
739	11496	4039
740	11504	4021
741	11512	4002
742	11519	3984
743	11527	3966
744	11534	3948
745	11541	3929
746	11548	3911
747	11555	3893
748	11562	3874
749	11569	3856
750	11575	3837
751	11581	3819
752	11589	3801
753	11597	3783
754	11607	3766
755	11614	3748
756	11622	3730
757	11627	3712
758	11641	3696
759	11646	3677
760	11653	3659
761	11659	3641
762	11665	3623
763	11672	3605
764	11679	3587
765	11686	3570
766	11692	3552
767	11699	3534
768	11705	3516
769	11713	3498
770	11721	3481
771	11727	3463
772	11734	3446
773	11740	3428
774	11747	3410
775	11753	3392
776	11762	3375
777	11769	3358
778	11790	3345
779	11797	3327
780	11803	3309
781	11810	3292
782	11817	3275
783	11823	3257
784	11830	3240
785	11836	3222
786	11843	3205
787	11849	3188
788	11855	3170
789	11863	3153
790	11869	3136
791	11877	3119
792	11883	3101
793	11888	3084
794	11896	3067
795	11901	3050
796	11908	3033
797	11915	3016
798	11921	2999
799	11927	2981
800	11932	2964
801	11939	2947
802	11945	2930
803	11952	2913
804	11959	2897
805	11965	2880
806	11973	2863
807	11979	2846
808	11987	2830
809	11994	2813
810	12000	2796
811	12007	2780
812	12013	2763
813	12022	2747
814	12029	2730
815	12036	2714
816	12042	2697
817	12048	2680
818	12055	2664
819	12061	2647
820	12067	2631
821	12073	2614
822	12078	2597
823	12085	2581
824	12091	2564
825	12098	2548
826	12104	2532
827	12111	2516
828	12119	2499
829	12129	2484
830	12135	2467
831	12140	2451
832	12147	2435
833	12153	2418
834	12158	2402
835	12165	2386
836	12170	2370
837	12176	2353
838	12183	2337
839	12190	2321
840	12197	2306
841	12203	2289
842	12213	2274
843	12220	2258
844	12227	2242
845	12235	2227
846	12242	2211
847	12247	2195
848	12252	2179
849	12261	2163
850	12266	2147
851	12272	2131
852	12278	2115
853	12283	2099
854	12289	2084
855	12294	2068
856	12299	2052
857	12306	2036
858	12312	2020
859	12318	2005
860	12324	1989
861	12330	1973
862	12335	1958
863	12342	1942
864	12348	1927
865	12354	1911
866	12359	1896
867	12365	1880
868	12372	1865
869	12378	1849
870	12383	1834
871	12389	1818
872	12395	1803
873	12401	1787
874	12407	1772
875	12412	1757
876	12419	1741
877	12425	1726
878	12430	1711
879	12436	1695
880	12442	1680
881	12449	1665
882	12456	1650
883	12462	1635
884	12469	1620
885	12475	1605
886	12481	1590
887	12488	1575
888	12493	1559
889	12500	1545
890	12506	1530
891	12513	1515
892	12519	1500
893	12525	1485
894	12532	1470
895	12538	1455
896	12544	1440
897	12566	1427
898	12571	1412
899	12577	1397
900	12583	1382
901	12591	1367
902	12596	1353
903	12602	1338
904	12609	1323
905	12617	1309
906	12623	1294
907	12633	1280
908	12639	1265
909	12646	1250
910	12652	1236
911	12661	1221
912	12667	1207
913	12674	1192
914	12679	1177
915	12685	1163
916	12691	1148
917	12696	1134
918	12702	1119
919	12708	1105
920	12713	1090
921	12720	1076
922	12725	1061
923	12731	1047
924	12737	1032
925	12743	1018
926	12748	1003
927	12755	989
928	12761	975
929	12766	960
930	12773	946
931	12778	932
932	12784	918
933	12790	903
934	12796	889
935	12804	875
936	12811	861
937	12818	847
938	12824	833
939	12831	819
940	12837	804
941	12843	790
942	12850	776
943	12855	762
944	12861	748
945	12867	734
946	12872	720
947	12879	706
948	12885	692
949	12891	678
950	12898	664
951	12904	650
952	12910	636
953	12917	622
954	12923	608
955	12950	596
956	12956	582
957	12964	568
958	12970	554
959	12977	540
960	12983	526
961	12991	513
962	12997	499
963	13004	485
964	13011	471
965	13019	458
966	13026	444
967	13032	430
968	13038	417
969	13045	403
970	13052	389
971	13060	376
972	13066	362
973	13071	348
974	13078	335
975	13083	321
976	13089	308
977	13094	294
978	13100	281
979	13105	267
980	13112	253
981	13118	240
982	13124	226
983	13131	213
984	13137	200
985	13143	186
986	13149	173
987	13156	159
988	13163	146
989	13169	133
990	13175	119
991	13180	106
992	13186	92
993	13192	79
994	13198	66
995	13204	53
996	13210	39
997	13216	26
998	13222	13
999	13228	0
