iter	MultiClass
588	0.6740750413
589	0.6735764818
590	0.6734309524
591	0.6727740498
592	0.6724282814
593	0.672091237
594	0.6716145381
595	0.6712338489
596	0.6709469327
597	0.6705649945
598	0.6699978843
599	0.6696651873
600	0.6695163985
601	0.6692833914
602	0.6690621472
603	0.6685228043
604	0.6683610481
605	0.6681109506
606	0.6675044578
607	0.6670459873
608	0.6668332594
609	0.6665859986
610	0.6660988449
611	0.6659190712
612	0.6653951247
613	0.6648799114
614	0.6643193325
615	0.6639390686
616	0.6635420613
617	0.6633000387
618	0.6630528634
619	0.6626496689
620	0.6622860234
621	0.6621089843
622	0.6617237812
623	0.6615025532
624	0.6611412563
625	0.6606721716
626	0.66026224
627	0.6600638513
628	0.6598439397
629	0.6595487619
630	0.6591638674
631	0.6588869199
632	0.6584579608
633	0.6581474818
634	0.6577873783
635	0.6575183774
636	0.6573648969
637	0.6568124763
638	0.6565673056
639	0.6562618683
640	0.6558838592
641	0.6555678278
642	0.6551573703
643	0.6548537685
644	0.6544004991
645	0.6539256522
646	0.6534514514
647	0.6531793572
648	0.6526646065
649	0.652489918
650	0.6519937074
651	0.6516589706
652	0.6514022931
653	0.6512179884
654	0.6511101531
655	0.6508069548
656	0.6504131532
657	0.6498945787
658	0.649378013
659	0.6491174618
660	0.6487761848
661	0.6483658634
662	0.6480385566
663	0.647738352
664	0.6473951305
665	0.6471021143
666	0.6469599442
667	0.6466403445
668	0.6463100664
669	0.6460743684
670	0.6458150893
671	0.6454735959
672	0.6452064844
673	0.6447630235
674	0.6444549704
675	0.6441206087
676	0.6438367576
677	0.6435441684
678	0.6432030442
679	0.6429355644
680	0.6427449717
681	0.6423489895
682	0.6422369906
683	0.6420864976
684	0.6418205315
685	0.6416400055
686	0.6413964845
687	0.641089017
688	0.6408875319
689	0.6406695485
690	0.6403439343
691	0.6401831098
692	0.6398760982
693	0.6396990322
694	0.6395460298
695	0.6391533986
696	0.6388380051
697	0.6384839889
698	0.6381807459
699	0.6377506156
700	0.6374453591
701	0.6370959553
702	0.6365974335
703	0.6363910468
704	0.6360674166
705	0.6358088003
706	0.6356706698
707	0.6354768436
708	0.6351156766
709	0.6346739855
710	0.6345251563
711	0.634182631
712	0.6339517403
713	0.6334221269
714	0.6329795977
715	0.6325754977
716	0.632234344
717	0.6319540645
718	0.6316129134
719	0.6312640083
720	0.6309552053
721	0.630665907
722	0.6305024588
723	0.6301617773
724	0.6296927124
725	0.6294163335
726	0.6290600678
727	0.6288945394
728	0.6287017531
729	0.628556509
730	0.6282468382
731	0.627846529
732	0.6275057747
733	0.6271688165
734	0.6267356222
735	0.6265086769
736	0.6262218468
737	0.62609951
738	0.6256592117
739	0.6251402411
740	0.6248737793
741	0.6243637319
742	0.6240934517
743	0.623843094
744	0.623323955
745	0.6230911199
746	0.6225770704
747	0.6221949999
748	0.6218523711
749	0.6216598782
750	0.6213866232
751	0.6211022264
752	0.6207394868
753	0.6204597086
754	0.6202157392
755	0.6199111933
756	0.6195891147
757	0.6193695395
758	0.6189429874
759	0.6187181871
760	0.6184454656
761	0.6179914166
762	0.6175210057
763	0.6170241135
764	0.6166251048
765	0.6162366574
766	0.6160675399
767	0.6157097497
768	0.6154179143
769	0.6150687066
770	0.6148491375
771	0.6144028141
772	0.6142689273
773	0.6140608504
774	0.6135512521
775	0.6133511599
776	0.6130301064
777	0.6127924462
778	0.6126393082
779	0.6123980089
780	0.6120857166
781	0.6115894758
782	0.6112552651
783	0.6108813414
784	0.6106481851
785	0.6104306914
786	0.6102109061
787	0.6099494932
788	0.6096308783
789	0.6093121916
790	0.6091129454
791	0.6087468085
792	0.6085374527
793	0.6083865643
794	0.608082753
795	0.6079403304
796	0.607676363
797	0.6072848743
798	0.6068817844
799	0.6066179
800	0.606512083
801	0.6063465412
802	0.6060024683
803	0.6057899274
804	0.6055235127
805	0.6052940837
806	0.6049359777
807	0.6046799387
808	0.6045680536
809	0.6042981557
810	0.6039433896
811	0.6036598066
812	0.6033825642
813	0.603225583
814	0.6029980323
815	0.6026373424
816	0.6021725807
817	0.6017830037
818	0.6015338906
819	0.601376726
820	0.6012682518
821	0.6011096874
822	0.6009004922
823	0.6005731652
824	0.6003672149
825	0.5997699148
826	0.5994746086
827	0.5990027047
828	0.5988600696
829	0.598547367
830	0.5984282188
831	0.5983039521
832	0.5979990052
833	0.5977800125
834	0.5976727913
835	0.5975356983
836	0.5970961179
837	0.5967969264
838	0.5963481623
839	0.5960578883
840	0.5958107201
841	0.595522377
842	0.5954195627
843	0.5952333606
844	0.5948846626
845	0.5945711792
846	0.5942440273
847	0.5941485551
848	0.5938109243
849	0.5935044033
850	0.592982226
851	0.5927333644
852	0.5923489527
853	0.5922291007
854	0.5921262868
855	0.5919897521
856	0.5918603567
857	0.5917515262
858	0.5915653339
859	0.5911940753
860	0.5909997313
861	0.5907806016
862	0.5904669797
863	0.5901687418
864	0.5899994098
865	0.5897047084
866	0.5895798875
867	0.5892511811
868	0.5888708166
869	0.5886562928
870	0.5883752419
871	0.5881746771
872	0.5879701374
873	0.5876369239
874	0.5873923149
875	0.5872573027
876	0.5871116192
877	0.5869154233
878	0.5866790106
879	0.5864449983
880	0.5860816116
881	0.5859229556
882	0.5858096581
883	0.5855171917
884	0.5852912106
885	0.5851462501
886	0.5849906677
887	0.5846883367
888	0.5845368249
889	0.5843726584
890	0.5842564324
891	0.5838378867
892	0.5836120987
893	0.5834454429
894	0.5830605053
895	0.582801178
896	0.5824117777
897	0.5822560155
898	0.5820337964
899	0.5817363017
900	0.5813155075
901	0.581014139
902	0.5807866753
903	0.5803244788
904	0.580051739
905	0.5797421378
906	0.579631207
907	0.5792415163
908	0.5790038365
909	0.5787800139
910	0.5785351481
911	0.5781436151
912	0.5779546925
913	0.5777256187
914	0.5774244409
915	0.5772716813
916	0.5767975413
917	0.576541441
918	0.5762469768
919	0.5759054314
920	0.5758033283
921	0.5753234754
922	0.5750801899
923	0.5748756803
924	0.5745488974
925	0.5742818923
926	0.5739699003
927	0.5737271863
928	0.5735152614
929	0.5733213558
930	0.5730856651
931	0.5728911933
932	0.5725587211
933	0.5723119643
934	0.5722381666
935	0.5718051294
936	0.5715747824
937	0.5712101737
938	0.5708433439
939	0.570571752
940	0.5704559429
941	0.5701502654
942	0.5697241913
943	0.5695162347
944	0.5692652612
945	0.569088629
946	0.5689301099
947	0.5686098658
948	0.5684977253
949	0.568348767
950	0.5679879451
951	0.5677121894
952	0.5672620675
953	0.5671577332
954	0.5668873261
955	0.5665721778
956	0.5662292204
957	0.5659196123
958	0.5657351942
959	0.5655921007
960	0.565337337
961	0.5650842875
962	0.5649408821
963	0.5647288298
964	0.564458682
965	0.5643151837
966	0.5642058984
967	0.5641045734
968	0.5639776121
969	0.5636132615
970	0.5633499583
971	0.5631144127
972	0.5629444844
973	0.5627107382
974	0.5623767103
975	0.5622430352
976	0.562021892
977	0.5618747334
978	0.5615210835
979	0.5612684738
980	0.5609153687
981	0.5608035663
982	0.5605552771
983	0.5603512282
984	0.560052556
985	0.5598365899
986	0.5597083079
987	0.5595419982
988	0.5592018247
989	0.5589799738
990	0.5588440465
991	0.5585674161
992	0.5584724777
993	0.5582276681
994	0.5580090688
995	0.5578987284
996	0.5576994745
997	0.5575209427
998	0.5573591962
999	0.5570083643
68
